"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Tajikistan","TJK","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.5","40","44.1","48","52.15","56","59.65","62.6","65.3","67.7","69.9","71.9","73.4","74.85","76.5","77.3","78.7","79.7","80.9","81.6","82.4","",
"Turkmenistan","TKM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.4","99.5","99.6","99.6","99.65","99.7","99.8","99.8","99.8","99.8","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.2845636350176","80.9909109859183","81.6775152572286","82.2465510483555","82.8050035812344","83.3633682766705","83.8328485429521","84.292660011618","84.7551722322376","85.1447778584947","85.5436288840617","85.8743361824333","86.2279928103017","86.600282118349","86.9433617180474","87.2478532521915","87.6427390667729","87.8481257900666","88.1113358116858","88.3409622923045","88.5842628069469","",
"Timor-Leste","TLS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","1.6","1.8","2","2.19999999999999","2.4","2.79999999999999","3.1","3.6","4.09999999999999","4.69999999999999","5.29999999999999","5.99999999999999","6.79999999999999","7.70000000000001","8.5","9.5","10.3","11.5","12.5","13.6","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.0013702443966","88.2947864009949","89.5502368222802","90.6504547108825","91.5804858645815","92.3906442530237","93.0922297374403","93.6448295885493","94.0714890328607","94.4839426322374","94.7393146175784","95.0028188701596","95.1105568373674","95.1962556294089","95.3122675026921","95.3595273359246","95.4036435985255","95.4785761754889","95.4234510804246","95.4094217993872","95.3488000014934","",
"Tonga","TON","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9","38.05","40.5","42.8","45.8","47.9","50.7","53.1","55.2","57.6","59.8","62.1","64.6","67","69.5","72.1","75.1","77.1","79.75","82.1","84.1","",
"South Asia (IDA & IBRD)","TSA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5677605105414","21.5175520638695","22.6793070009028","23.7749765981383","25.011972795288","26.2069487265826","27.1547465033551","28.2017040140241","29.5673514789534","31.3392873315362","32.7424053600397","34.3912220787122","36.4875928962952","38.316117195912","41.0482614246195","43.8832941273689","46.5533939847425","50.1755590579577","53.4879894839586","56.8894377855045","60.2284790909446","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.89177250275093","9.1652559147282","9.4172132010524","9.71421014254974","10.0007070380176","10.3338883550897","10.7342078145535","11.1233156095707","11.4660797879821","11.854790958368","12.2340838200631","12.66713932412","13.092997764376","13.5245921485679","13.9890295687858","14.4882753235585","15.1130418757442","15.7194167455806","16.3515486719673","17.0928650231738","17.7383392485754","",
"Trinidad and Tobago","TTO","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Tunisia","TUN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.2","95.1","96.1","96.8","97.4","97.9","98.4","98.7","99","99.2","99.4","99.5","99.6","99.7","99.7","99.7","99.8","99.8","99.8","99.8","99.8","",
"Turkiye","TUR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.1","90.8","91.3","91.7","92.3","92.8","93.1","93.4","93.7","93.9","94.2","94.3","94.5","94.7","94.8","94.9","95.1","95.2","95.2","95.2","95.2","",
"Tuvalu","TUV","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.1","17.75","19.8","22.4","25.3","28.2","31.4","35.8","40.9","44.65","48.55","52.9","56.6","59.5","62.4","64.2","65.5","67.55","68.9","69.8","70.6","",
"Tanzania","TZA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.600000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.800000000000001","0.800000000000001","0.900000000000001","1","1.1","1.2","1.4","1.7","1.9","2.2","2.5","2.9","3.3","3.6","3.9","4.3","4.5","",
"Uganda","UGA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.900000000000001","0.900000000000001","0.900000000000001","0.900000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.900000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.800000000000001","0.700000000000001","0.700000000000001","0.700000000000001","0.600000000000001","0.600000000000001","0.5","0.5","",
"Ukraine","UKR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.65","92","92.3","92.7","92.9","93.2","93.6","93.9","94","94.2","94.3","94.6","94.7","94.8","94.8","94.9","94.9","94.9","95","94.9","94.9","",
"Upper middle income","UMC","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.2795301273016","58.8394370029969","59.6962517408963","60.2264854203545","61.4420410346621","62.5890982916694","63.6890943336404","64.959374721454","66.2096470488983","67.8337248231346","69.2553202139093","70.8086977009626","72.5278901229844","74.1266546937825","75.8653208708768","77.3395593249266","78.7385420830813","80.2730567750063","81.712274010537","82.89822123948","83.9612277071748","",
"Uruguay","URY","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"United States","USA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Uzbekistan","UZB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.6","83.9","84.2","84.5","84.6","85","85.3","85.3","85.7","85.6","85.8","85.6","85.8","85.5","85.5","85.35","85.2","84.9","84.3","84.6","84.25","",
"St. Vincent and the Grenadines","VCT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.6","95.6","95.6","95.8","95.6","95.6","95.7","95.8","95.75","95.7","95.6","95.7","95.55","95.6","95.35","95.2","95.3","94.9","94.7","94.5","94.2","",
"Venezuela, RB","VEN","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","97","97","96.8","96.7","96.8","96.8","96.7","96.8","96.8","96.9","96.9","97","97","97.2","97.1","97","97","97.25","97","97","",
"British Virgin Islands","VGB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","17.2","20.6","24.4","28.2","31.8","35.6","39.4","42.75","45.8","48.7","51.6","53.9","56.2","58.3","59.6","61","62.3","63.3","64.4","65.3","",
"Vanuatu","VUT","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9","15.7","15.5","15.35","15.1","14.7","14.5","13.9","13.5","12.9","12.3","11.5","11","10.6","10","9.5","8.8","8.4","8.3","8","7.6","",
"World","WLD","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.461098267835","49.8760450801968","50.4468292635202","50.9028733213548","51.6550910778351","52.3946029679479","53.1173483627197","53.9290904178649","54.854878956321","56.0116703722785","57.0104013248708","58.0887205531854","59.315789479941","60.4172424750113","61.796859670259","63.0684775670807","64.2995370658107","65.7736178413289","67.1470319301318","68.457170986804","69.6818394224641","",
"Samoa","WSM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6","19.4","19.9","20.8","21.5","22.3","23.2","24","25.1","25.9","26.8","27.8","28.6","29.5","30.4","31.4","32.4","33.6","34.6","35.3","36.5","",
"Kosovo","XKX","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.7","56.1","56.7","57.15","57.4","57.9","58.2","58.7","59","59.5","59.7","60","60","60.3","60.8","61.1","61.2","61.35","61.5","61.3","61.5","",
"South Africa","ZAF","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.9","57.8","60","62.1","64.4","66.8","69","71.4","73.5","75.4","77.1","78.8","80.2","81.5","82.65","83.4","84.4","85.2","85.7","86.3","86.8","",
"Zambia","ZMB","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8","14.2","14.6","15.1","15.3","15.7","15.9","16.1","16.2","16.3","16.2","15.9","15.5","15.1","14.6","14","13.4","12.5","11.9","11.2","10.4","",
"Zimbabwe","ZWE","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.5","33.6","33.5","32.8","32.2","31.7","31.4","31","30.5","30.5","30.15","30.1","29.8","29.8","29.5","29.5","29.8","29.8","29.9","30.1","30.4","",
